PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,City,DayOfWeek,AQI_Level
236.6269086,242.3649662,55.73076924,38.64426261,8.261069428,99.68995546,8.13477385,54.40074292,4.357780259,Mumbai,Sunday,Very Unhealthy
63.90376574,432.400899,147.5100882,94.5559611,4.030222406,54.01372671,38.73830313,13.60621777,8.34906507,Bangalore,Sunday,Moderate
156.6991593,423.8292053,196.3529326,64.88997094,1.64753801,18.98053668,1.445129254,98.58897809,2.66250909,Bangalore,Thursday,Unhealthy
179.7622978,166.3592319,55.02336218,67.80495657,7.405714379,133.4344248,30.99984013,44.51330103,5.482145286,Bangalore,Monday,Unhealthy
18.70287175,416.1685823,132.5640473,63.96365106,3.668697601,30.62150966,0.058280981,23.70053925,8.157919106,Chennai,Wednesday,Good
184.2257313,28.13374101,43.62903839,21.50122962,6.74558117,61.47177181,26.15689269,70.00379699,3.858036014,Chennai,Tuesday,Unhealthy
55.30461649,302.1722405,115.2393996,42.99671868,2.779375026,100.5200543,12.80336496,35.58594602,6.600991552,Chennai,Thursday,Moderate
24.19021993,122.7043303,95.4668349,75.59210024,0.904173385,105.9508199,34.44569815,62.72004438,2.833499953,Bangalore,Tuesday,Good
284.9212335,69.07777403,194.5410393,11.93454396,9.926559775,112.0991435,6.684522441,62.80911171,1.538154731,Mumbai,Thursday,Very Unhealthy
289.8614498,47.7070688,123.6628182,29.22957206,1.646394929,38.26340616,26.96009147,50.11568388,8.046650138,Bangalore,Sunday,Very Unhealthy
243.4772177,351.1815002,73.15374256,29.07927263,9.88536784,74.55535882,6.784126729,85.2506754,1.440201922,Delhi,Friday,Very Unhealthy
94.86106191,176.5387322,27.24867805,44.3378549,9.775071332,114.9230186,30.68301416,33.84703554,3.078123253,Mumbai,Tuesday,Moderate
33.81327363,365.135718,34.4931316,98.07613661,7.958799229,174.869207,38.68390173,50.37693325,8.623539509,Chennai,Friday,Good
206.8487428,42.02460699,48.93680134,8.615249575,6.628287325,133.6972934,1.340089956,58.39229157,3.791458227,Kolkata,Saturday,Very Unhealthy
134.8449857,164.4922655,53.93849896,52.83269745,5.820289797,166.8426387,38.32978443,69.72622487,9.74393082,Mumbai,Saturday,Unhealthy for Sensitive Groups
41.00127928,274.3507333,170.8701313,19.57773884,8.674405299,139.5760499,24.67876272,80.55746655,9.80747618,Chennai,Sunday,Good
151.0771885,397.4543508,114.4384437,97.12630145,2.965451264,110.5918847,1.355524543,45.53265546,3.048622194,Mumbai,Wednesday,Unhealthy
15.14461373,166.1887264,107.0612277,13.10374346,4.730044004,42.64397275,16.37709277,68.14422497,0.889293111,Mumbai,Friday,Good
273.2495186,316.6867745,27.37993001,41.55289823,6.231960697,123.3365608,3.043014674,23.55498578,7.1981012,Bangalore,Thursday,Very Unhealthy
81.34009457,444.1290966,172.7272402,74.31272851,4.170785711,115.9745262,30.01739444,93.93832905,4.784371775,Delhi,Wednesday,Moderate
200.4440739,311.7729622,145.9487891,71.04633395,4.332115895,112.419759,32.94340672,44.47529258,1.457152018,Kolkata,Tuesday,Very Unhealthy
96.95476745,124.1501426,18.19533057,43.42740642,3.369818208,93.26359756,0.289826014,75.65692798,7.22146678,Chennai,Tuesday,Moderate
158.4200662,21.95638296,143.027844,35.95936846,5.685894985,99.87162268,20.30699263,11.83069737,0.796161637,Mumbai,Thursday,Unhealthy
166.2795324,436.3484482,110.9899524,40.9660131,8.520687827,66.85522961,35.7312528,28.46684286,8.76686856,Kolkata,Monday,Unhealthy
59.53206438,20.42201132,20.93644242,27.89907379,2.095130942,98.28315775,41.80815208,53.83742899,1.817199027,Mumbai,Monday,Moderate
291.0274652,438.6038196,94.3686251,22.12262799,9.350887084,43.58450397,20.67589334,89.0427221,1.709462848,Delhi,Tuesday,Very Unhealthy
233.6641829,269.1791957,99.51577599,49.33789036,6.921967772,146.8796476,42.51396118,57.4529635,2.168886831,Kolkata,Sunday,Very Unhealthy
282.1521878,470.1431723,37.32603533,28.31630809,8.250404806,41.5820823,21.78444852,93.68834341,9.622530406,Chennai,Sunday,Very Unhealthy
268.9740684,401.4037855,189.4111387,30.17124316,5.606287857,24.44426928,14.70952473,53.54172069,7.085108922,Mumbai,Thursday,Very Unhealthy
181.3804937,498.9877142,170.7451974,66.36209422,7.817215344,84.16182448,37.41015643,54.14041871,8.113029587,Delhi,Monday,Unhealthy
276.9528993,181.8487896,135.4593558,96.91665851,0.260383934,121.9122647,19.64913552,20.77721097,4.277532364,Kolkata,Friday,Very Unhealthy
31.10528811,385.9222616,95.1476344,61.15644565,8.201966205,84.41186024,18.59512553,82.23906197,3.694970911,Mumbai,Tuesday,Good
62.81494441,206.9461477,85.29428061,9.543987772,0.497374705,57.04820243,19.51562447,32.22688712,2.727598064,Mumbai,Saturday,Moderate
18.34205023,245.1390539,131.9398261,9.407194158,8.910142426,104.8891013,37.33925009,90.96512404,5.066156269,Chennai,Friday,Good
100.9724476,317.477677,111.3592145,95.23947564,9.920431198,68.99039702,36.59707708,91.97417983,5.742372969,Delhi,Thursday,Unhealthy for Sensitive Groups
119.6598005,438.101786,17.14325565,31.13449745,3.011267876,168.5875073,15.17599962,94.89791007,6.501861015,Bangalore,Saturday,Unhealthy for Sensitive Groups
85.04796437,492.2008999,104.9380165,11.02256464,2.182153707,166.8496737,11.66499299,56.82074402,2.942625788,Mumbai,Friday,Moderate
249.4775652,386.4539728,162.2487054,60.70636954,7.677097302,95.4032094,19.5964012,70.93844063,9.512213769,Kolkata,Monday,Very Unhealthy
110.2422314,214.7057233,94.55177613,63.11758027,2.604960775,65.74027898,23.63862549,80.06642921,2.112705733,Chennai,Sunday,Unhealthy for Sensitive Groups
87.87568036,216.4649311,15.13153262,65.55347237,8.669067593,135.3125104,6.916860531,21.79131568,9.67370516,Chennai,Monday,Moderate
165.0953445,371.4153278,158.3242489,28.20539873,1.118141662,16.24120039,34.69775424,64.08614755,0.641133164,Mumbai,Saturday,Unhealthy
46.57264637,127.0008014,44.26593752,3.480847053,1.346956444,90.71073103,19.32413829,13.08681112,5.070694072,Mumbai,Wednesday,Good
241.6481093,64.13231543,55.4310628,96.57150621,9.793600395,67.17497703,11.70227742,54.7809475,3.666994462,Mumbai,Sunday,Very Unhealthy
26.99243989,183.7648572,37.11773892,26.58751848,6.771005093,166.4911005,0.341049648,23.93584135,4.766672432,Bangalore,Tuesday,Good
296.1316463,150.7471059,69.39193765,68.25057623,8.484183522,12.04051464,6.94225802,26.46306334,5.9213135,Mumbai,Saturday,Very Unhealthy
232.8122069,155.190979,152.5665436,71.24972725,3.310860836,103.9785289,42.46405859,42.854281,4.638097001,Delhi,Thursday,Very Unhealthy
63.62112605,124.467798,106.2802426,61.78072687,6.79718912,135.9128088,10.25498434,48.919345,4.441045078,Kolkata,Tuesday,Moderate
6.629024551,30.62566292,44.95184846,32.66492463,5.98299409,92.45305788,3.442964468,66.08551821,7.460872446,Mumbai,Friday,Good
245.5611214,18.75822802,176.1768652,28.56743287,6.071186189,24.51851513,18.03363958,16.69855766,7.015824613,Bangalore,Sunday,Very Unhealthy
213.5229164,493.983971,176.5184617,60.5714917,6.857071349,175.3184363,10.35438717,55.33225851,8.416077179,Kolkata,Thursday,Very Unhealthy
220.0571146,219.6088355,174.7627929,86.87737209,5.796055814,98.06177333,-3.242037486,26.43626172,2.874610322,Chennai,Thursday,Very Unhealthy
232.5247523,198.3200571,51.56526122,94.77990543,4.347717456,114.4116615,11.15726086,61.65776575,6.290520843,Mumbai,Monday,Very Unhealthy
26.84317226,343.0271685,92.99167212,12.37876883,2.831634674,50.22366306,22.2054312,67.3664151,6.059350461,Kolkata,Friday,Good
110.7473899,116.9444051,197.0729829,17.17320403,7.708955176,92.19467447,22.5856186,60.10383309,4.012509203,Chennai,Monday,Unhealthy for Sensitive Groups
39.18137256,475.4809801,155.5424329,94.58415336,2.340097057,82.95541363,12.82794606,76.44659594,5.117546648,Bangalore,Monday,Good
259.6155106,395.3090571,10.29764714,74.18045238,6.954307631,22.73229314,17.36513781,40.20483198,3.480930361,Delhi,Sunday,Very Unhealthy
188.8729474,53.81139113,17.7148953,88.53339483,2.409994944,28.0472601,43.27589591,78.85959325,1.847521777,Mumbai,Wednesday,Unhealthy
102.6149173,214.6145801,95.46661848,21.85799815,6.290768683,152.3703283,13.86742386,48.94903735,2.531111501,Delhi,Monday,Unhealthy for Sensitive Groups
23.74971333,440.7679707,182.2979401,59.58341537,7.496074845,50.76939188,7.911340663,53.57660485,1.502379641,Bangalore,Tuesday,Good
96.73978491,472.9186909,110.0468506,70.71168025,2.2652675,43.14290615,7.173352203,68.32919145,6.989160964,Kolkata,Thursday,Moderate
100.92908,239.0267405,102.0734391,68.65096477,0.693438679,95.83494671,17.88823064,11.65225456,6.776910235,Kolkata,Sunday,Unhealthy for Sensitive Groups
220.2338226,310.5715807,25.56737149,41.9988657,1.396640056,140.6870123,32.97600744,68.85947993,9.53076053,Bangalore,Monday,Very Unhealthy
193.079454,91.84663359,133.0721204,3.508699386,6.099369976,20.53090816,5.299409209,65.67266342,7.43194493,Bangalore,Saturday,Unhealthy
266.7277591,495.6726268,165.3101163,59.12675357,8.509519422,108.0573463,30.46480636,37.88624051,0.994435468,Mumbai,Tuesday,Very Unhealthy
144.3034029,123.5191337,79.18190146,26.80395084,0.54546853,30.26577528,-3.942508833,17.72148564,8.900329152,Chennai,Friday,Unhealthy for Sensitive Groups
40.28030255,471.9385693,156.2443109,46.12491612,7.368097465,16.19837864,15.9466489,18.18419049,8.695414048,Delhi,Thursday,Good
215.4072122,328.326858,193.0729475,95.84293948,3.479054595,18.96647187,33.79325326,93.09013723,4.711543047,Delhi,Sunday,Very Unhealthy
229.4315893,307.7910295,44.73445953,41.10546113,4.837430862,151.8078984,11.93664779,72.03513891,6.06569898,Kolkata,Saturday,Very Unhealthy
170.5767733,261.2173704,107.0492781,84.30055745,9.295709543,30.05532222,23.18685507,21.43923524,9.772744158,Kolkata,Sunday,Unhealthy
232.4353181,123.0282077,60.99190183,20.47697936,3.386517897,17.67573195,5.248961641,42.10508524,5.556891457,Mumbai,Sunday,Very Unhealthy
150.6697009,96.49873568,159.6066117,67.90112881,4.706835646,84.44298081,32.09976956,63.32346945,9.10055737,Bangalore,Saturday,Unhealthy
159.2061847,118.0382424,117.6307063,97.74668154,0.235455906,153.4788902,-2.386044837,85.20145346,1.288868199,Delhi,Friday,Unhealthy
131.1246004,101.3547485,128.7435714,11.98552389,0.907827328,54.609424,37.62713224,13.92948358,2.314992753,Mumbai,Saturday,Unhealthy for Sensitive Groups
12.49864239,391.996392,160.5932611,2.815354338,2.660056752,81.69114498,4.909819321,31.29698183,4.687171963,Kolkata,Tuesday,Good
36.82797096,181.561377,82.21424217,44.49111368,0.375737184,16.78683054,38.71990159,90.07740913,6.055189679,Kolkata,Sunday,Good
14.27160978,38.34291152,183.4425633,11.07729734,6.350615728,86.3433474,12.62646207,10.82489952,8.254164593,Delhi,Friday,Good
192.7410713,484.8602888,108.9406291,75.34166627,4.321343732,108.1942237,31.13417872,28.12591925,9.888490094,Kolkata,Sunday,Unhealthy
97.73501442,443.0550836,35.80119045,91.62576906,5.526637507,107.0541991,10.96126489,96.31217584,4.194089217,Kolkata,Saturday,Moderate
155.0283539,464.5986188,140.700328,44.53405533,1.82900714,66.51253767,40.29558356,65.20616619,0.950448543,Chennai,Friday,Unhealthy
272.7321098,497.5048331,159.6859633,27.35374093,3.029727091,63.64064071,1.331856276,33.550423,8.111129281,Bangalore,Friday,Very Unhealthy
78.5412076,95.20867212,66.76852703,44.57152526,6.671862301,28.12601522,3.925989464,16.0291985,6.241616831,Kolkata,Monday,Moderate
126.0629623,204.1585893,172.1499551,72.89788615,9.656496964,72.35571451,19.65150626,12.53722064,2.386157159,Chennai,Monday,Unhealthy for Sensitive Groups
227.8875859,381.5368531,181.6979347,2.887307835,0.599126059,26.91409371,-0.903078048,32.02705717,5.200870338,Mumbai,Monday,Very Unhealthy
72.49545882,351.0501028,58.99637504,59.76649097,8.914804776,140.3213106,4.799009235,89.33372376,7.551947333,Kolkata,Saturday,Moderate
27.7090734,85.40899411,196.7866872,62.10258512,5.811123893,174.2666306,42.18831911,47.43222889,7.818911977,Mumbai,Thursday,Good
90.47667861,409.7582312,32.43874797,64.4934482,5.682803711,174.9126576,43.82448306,74.83000322,5.246374914,Kolkata,Tuesday,Moderate
52.56027974,119.9758802,44.39305534,25.71816384,5.052757499,157.0620869,13.81296647,92.64565318,3.399538036,Delhi,Saturday,Moderate
279.2608074,119.6706313,40.92384365,71.97716689,0.78700145,112.1346654,41.16430105,46.72364154,9.750554529,Chennai,Sunday,Very Unhealthy
243.395512,273.1174672,179.3279935,10.95636566,0.989780832,129.1471685,22.24123378,27.21496339,6.801944804,Chennai,Monday,Very Unhealthy
191.8541082,300.5405681,132.5870477,21.52849297,6.049028856,58.48498646,8.487123294,56.54061378,4.378256434,Delhi,Friday,Unhealthy
262.0808741,294.2422418,34.66033523,87.99206457,3.475489857,117.2309714,30.11993605,91.72753184,3.16440063,Bangalore,Saturday,Very Unhealthy
242.0832627,54.82855032,90.86306658,74.39486877,9.180953859,87.4604234,27.94509033,82.39369727,7.445478339,Chennai,Friday,Very Unhealthy
60.03816737,439.9558227,124.9831149,3.347064293,4.12524632,91.94294776,44.45626596,15.9246859,2.800742733,Mumbai,Sunday,Moderate
268.3049046,140.1440209,21.27549657,26.34087352,1.518486441,138.8220153,8.25236437,72.33155201,2.131244895,Chennai,Friday,Very Unhealthy
164.1059614,73.46231143,177.0711918,23.01183533,7.175716452,57.92612045,28.60297513,61.47077702,5.533421945,Bangalore,Friday,Unhealthy
243.1948458,445.4865591,161.7026894,28.53902015,3.004198872,64.06673399,-2.398812249,91.67168587,3.25488023,Mumbai,Wednesday,Very Unhealthy
269.3469335,478.2692341,103.5153208,26.26085749,5.302156043,167.1891045,0.682301935,21.02332752,6.474598877,Mumbai,Thursday,Very Unhealthy
98.81102512,432.4425325,193.58969,8.127576983,7.008544577,19.55813012,-4.804081252,58.06325019,1.620417411,Delhi,Tuesday,Moderate
37.46531774,406.6628766,86.46339096,46.97617063,9.012614701,92.55783073,44.97303405,89.15164242,6.721940493,Kolkata,Tuesday,Good
72.24087295,331.0685705,196.9015122,73.80788053,7.942692829,165.1761361,35.11368486,46.90214081,3.191317016,Delhi,Monday,Moderate
130.9967976,279.9201116,135.2443998,61.45970902,6.795974572,113.7617113,34.33615074,53.3795426,0.502307877,Kolkata,Wednesday,Unhealthy for Sensitive Groups
246.3143559,52.62351236,128.7608983,67.94142352,6.828368506,102.8892026,20.48630376,16.34146099,1.705892548,Delhi,Saturday,Very Unhealthy
258.9155221,210.1420744,37.36120458,9.952619497,9.464653976,52.45651047,10.00335415,35.03292764,9.369346089,Kolkata,Saturday,Very Unhealthy
7.050878507,192.6173733,176.9759129,95.2460896,3.028658565,68.35683314,2.563214223,39.20559843,8.739869072,Chennai,Tuesday,Good
155.6704543,137.279354,88.36048914,84.17219972,0.111009733,154.8482307,9.233736942,95.06102039,2.719285804,Mumbai,Thursday,Unhealthy
128.1362459,364.4758557,36.63551413,80.89885121,2.792350138,105.0670824,13.7985611,35.44006245,7.894533093,Kolkata,Friday,Unhealthy for Sensitive Groups
70.52180409,252.9791102,7.458466395,82.65241289,2.257124658,97.50617294,32.81550485,51.47818617,6.281430135,Chennai,Sunday,Moderate
40.36028336,49.71264579,114.1523583,93.4056298,6.652162393,26.9285513,21.98308945,70.41739812,9.723594759,Bangalore,Monday,Good
104.5964756,117.889769,107.8429263,55.33688868,6.373744838,12.7247866,-1.125818672,24.59650352,4.049253766,Delhi,Thursday,Unhealthy for Sensitive Groups
283.1583627,344.7967942,145.2739564,21.62763775,5.975267689,173.8264821,-4.098549552,53.77981484,6.973875819,Bangalore,Tuesday,Very Unhealthy
100.3448649,47.30412115,178.6003203,62.44479357,0.260810088,74.08764844,0.116608977,76.46851355,1.103589363,Chennai,Wednesday,Unhealthy for Sensitive Groups
158.0432334,427.0913879,20.48428401,74.80238638,7.314902739,112.5462206,15.52493568,88.01696917,4.264349795,Bangalore,Monday,Unhealthy
212.3905929,252.6217982,147.6418156,74.31590455,3.302951084,23.55156244,41.65964585,66.36333472,9.656267781,Bangalore,Tuesday,Very Unhealthy
112.2707327,245.4874229,41.5453291,53.10200437,6.684054291,126.1294286,26.87012406,70.21481638,5.620318307,Chennai,Saturday,Unhealthy for Sensitive Groups
291.6757144,300.2798145,172.3445254,8.708954495,5.610126442,168.5363405,35.09129499,21.36551253,3.234855282,Mumbai,Monday,Very Unhealthy
288.921952,414.0936733,164.7173852,38.36906797,3.493036162,107.863093,18.31872973,95.11988475,1.64257415,Kolkata,Tuesday,Very Unhealthy
79.27577727,180.4265119,110.4547822,92.23512763,1.432305044,31.4396048,13.08330416,21.93166697,7.183519232,Delhi,Saturday,Moderate
151.6883092,342.2279148,143.4973457,59.27599316,1.034747087,108.8926597,0.420018636,79.72056435,6.626132413,Kolkata,Sunday,Unhealthy
93.7591014,287.2086624,66.29827207,54.75653044,8.332031498,140.2790262,38.79665111,33.83346896,4.052417779,Delhi,Saturday,Moderate
89.02794584,140.8438524,96.87774029,28.34764441,9.192135667,79.09081122,34.15800145,94.02338293,9.533942843,Kolkata,Friday,Moderate
15.88164947,440.5286933,165.2191951,38.10799415,6.532901663,159.5724172,3.40590488,74.79635854,0.710926723,Bangalore,Wednesday,Good
184.8214785,400.7387506,94.55671345,89.74391674,1.123997737,120.2761021,20.61302819,77.84323417,3.385376591,Mumbai,Friday,Unhealthy
153.2903119,332.641399,74.77066174,67.31337866,4.080069447,162.8723161,19.3687404,29.71532558,9.25016012,Bangalore,Tuesday,Unhealthy
20.18623162,426.7850473,101.3714272,79.16392862,7.316498081,115.9959029,26.25457763,49.8735979,3.548886664,Mumbai,Sunday,Good
87.20070695,434.9741585,166.5086042,46.52585146,7.820226752,32.31895524,42.3093447,65.60318751,2.896401922,Chennai,Thursday,Moderate
272.9384364,357.0978586,70.36556924,63.76422751,1.270364361,62.64759089,23.98857209,79.29762564,5.575093894,Delhi,Sunday,Very Unhealthy
75.67075775,420.1365309,38.88351066,26.34159366,0.100304117,44.3051412,22.01086334,19.35634383,8.326116624,Delhi,Sunday,Moderate
47.74398727,351.7610162,143.842734,71.13516137,7.150156754,164.5005046,-2.483853353,96.61287848,1.479894228,Chennai,Sunday,Good
149.3885643,343.2689782,166.0657515,43.9049307,3.630302142,139.2680114,-1.854626199,90.11986035,9.458696742,Kolkata,Friday,Unhealthy for Sensitive Groups
295.766884,313.1195753,24.62430831,45.36946045,2.619365183,124.9877227,4.367339566,34.33137314,8.053192371,Chennai,Thursday,Very Unhealthy
76.4063051,378.8311534,51.77545199,65.63358781,0.227684951,61.16427434,-3.376461415,84.04842187,2.221877428,Chennai,Saturday,Moderate
203.2799865,87.71650159,32.684538,93.7555009,5.448964127,41.28761125,32.16764478,56.64915307,7.264075631,Mumbai,Tuesday,Very Unhealthy
229.6777865,441.626672,72.84857526,8.272621968,8.526392281,138.596685,31.1665152,51.56258334,4.157107865,Chennai,Wednesday,Very Unhealthy
75.10307548,437.2033286,92.81844089,82.82483726,9.580553298,90.6068508,1.802811722,38.29906952,4.321799442,Delhi,Thursday,Moderate
219.8238228,24.33116869,151.0211357,30.65354482,5.700875011,48.38422387,36.80394504,62.2871728,7.941255878,Bangalore,Tuesday,Very Unhealthy
113.4960242,414.6502078,131.9737791,45.50410654,5.193167145,114.8257363,2.739301742,75.69002059,9.646455676,Mumbai,Thursday,Unhealthy for Sensitive Groups
191.53022,73.14623506,126.0810707,4.14750622,0.942058216,16.85675486,10.05877935,46.98396145,1.703230792,Mumbai,Friday,Unhealthy
191.8912647,174.2082386,73.71311459,31.50251563,5.533840735,65.4489432,7.448844958,66.62972737,4.49598725,Kolkata,Tuesday,Unhealthy
163.0535318,374.3190456,169.0822729,51.25786178,3.861792882,89.65468908,13.61535493,72.9381629,5.068945277,Bangalore,Friday,Unhealthy
31.63548217,88.77234906,96.90099764,7.50525558,6.110639281,35.1529168,7.733188294,74.00096353,4.074962261,Mumbai,Monday,Good
251.4142362,410.8038418,195.9254629,50.12738148,3.948390844,177.3912612,19.44754632,14.67694883,3.950296675,Chennai,Tuesday,Very Unhealthy
99.63011917,417.7457472,128.657717,92.85684163,2.478961322,45.54655198,15.37039407,87.37730251,0.996552342,Mumbai,Thursday,Moderate
60.02296057,258.6591895,29.62162461,12.32853537,1.040156225,32.16003211,44.32847454,51.24279833,7.012616895,Mumbai,Monday,Moderate
17.02866676,13.12907714,136.8546246,76.91519135,3.217692601,44.60092856,-2.203682494,33.61744735,4.644036963,Mumbai,Friday,Good
179.3134182,150.6486853,68.39528301,42.14776323,1.056783859,140.7403926,2.109068819,31.75880567,2.350541125,Kolkata,Friday,Unhealthy
204.8814867,312.29419,138.8338034,66.20702402,1.851279813,82.33596208,-2.358705305,53.47127016,8.252318272,Mumbai,Thursday,Very Unhealthy
9.893409534,490.7812272,18.58002389,27.5031866,9.87462797,106.1207098,26.29205975,89.81483855,8.124327107,Mumbai,Monday,Good
156.0674522,319.5886282,39.10188025,17.63024173,4.496625213,13.57155669,-2.274536129,44.05128235,5.120720467,Kolkata,Sunday,Unhealthy
71.81625368,137.3037547,171.8687655,17.7253362,5.365530488,15.85332246,36.82198687,77.47531721,3.335281281,Bangalore,Saturday,Moderate
195.3259732,320.6627945,49.30001362,8.908210673,8.748823434,85.79034347,20.59693153,18.71368579,6.561880895,Delhi,Wednesday,Unhealthy
56.43809656,274.5928361,168.2230194,20.19337708,9.956132115,148.8313913,21.35038123,52.84510319,3.23744529,Kolkata,Thursday,Moderate
208.8266327,392.1242436,59.45883725,67.09349973,5.868873049,160.4906094,23.07972539,99.25175264,2.742075338,Kolkata,Friday,Very Unhealthy
119.0869272,62.42051303,130.3619725,88.40567996,8.143490828,24.74011649,3.540685315,79.33940225,7.439889213,Mumbai,Tuesday,Unhealthy for Sensitive Groups
281.3353467,382.9036722,140.3593618,81.78431719,3.336716141,101.5217274,4.884515156,28.94756396,0.883089777,Mumbai,Monday,Very Unhealthy
45.56867852,275.2206236,104.9676769,69.14316237,3.126865179,165.2490467,10.94086614,55.12973263,1.400300475,Delhi,Saturday,Good
105.6145736,481.8660819,64.53558196,12.82232261,4.086766838,75.95536825,24.67482079,31.02622873,0.564487653,Mumbai,Wednesday,Unhealthy for Sensitive Groups
38.47468877,177.5173614,46.46565339,30.34036974,6.7578219,151.0261913,5.505888797,46.86048345,1.952960272,Chennai,Tuesday,Good
277.7846174,319.9847276,11.47192414,32.36107378,6.853697724,32.72826125,0.816586357,80.20756214,1.155405083,Mumbai,Monday,Very Unhealthy
263.8151092,466.6937717,64.26954824,26.49578075,3.220870403,169.0170632,43.50584432,79.41023338,9.960122494,Mumbai,Saturday,Very Unhealthy
81.09278018,60.22976672,132.3667442,52.47055465,1.418778249,137.741964,-3.90090926,30.52903401,3.243694715,Chennai,Thursday,Moderate
199.6952936,469.2419587,187.9694396,54.48427386,6.360722939,170.0268468,35.13487027,93.00009863,1.91804612,Delhi,Saturday,Unhealthy
246.0805491,347.0640039,174.884874,36.97482557,1.370426036,125.0249297,34.40175748,63.33113645,2.789464451,Chennai,Thursday,Very Unhealthy
168.7842394,43.24015896,154.3826314,36.67133756,5.827075831,71.77866844,9.860705692,44.19318619,9.39319293,Kolkata,Sunday,Unhealthy
161.2469206,157.4721478,158.7472319,83.19844859,6.964879068,169.4907993,1.7813308,55.17420227,5.441522119,Chennai,Monday,Unhealthy
76.34642582,357.0043234,134.6720562,79.35069914,7.036053814,56.84635197,2.281432335,64.45641281,3.965771915,Bangalore,Saturday,Moderate
32.4653165,43.00179472,55.75593723,32.1639915,7.559373896,66.46932875,29.87158086,60.39014787,8.79721885,Kolkata,Wednesday,Good
269.6786486,295.2635255,181.903031,91.5512675,8.741308274,129.1374311,27.14032955,53.7764532,4.25240757,Mumbai,Saturday,Very Unhealthy
